Feature,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFMI01;s__SFMI01 sp004556155,12.738018972775865,14,49,7.4219995971948,0.6598197079992173,0.5826651391442699
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA11540;s__,8.43597309361867,14,57,7.409347806497687,1.0,0.878303868951696
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__,9.126829862839447,14,48,7.387942013301975,0.8875034357797296,0.8094751544983346
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces urogenitalis,9.717728797857827,15,45,7.387650873464535,0.7981172642211012,0.7602240222111433
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp900549325,9.453630728490207,15,74,7.37807527017754,1.0,0.7804488542103079
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp002451855,8.281389107679377,14,57,7.362025187949478,1.0,0.888984334901331
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451;s__,9.194287663074679,15,58,7.34045184189428,0.9249353986709721,0.7983709136461308
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075,9.710800189125948,14,17,7.318045615390217,0.6169692397456306,0.7535986193583601
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__;s__,8.581251727875316,14,55,7.318045615390216,1.0,0.8527946560078521
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715,10.406409432401237,13,29,7.303646839393396,1.0,0.7018411957397018
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella massiliensis,8.434537803265043,13,31,7.303646839393396,1.0,0.8659214066912031
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,13.156290408096119,13,20,7.303646839393396,0.23291849704195736,0.5551448480415785
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici,8.751536820746132,13,35,7.303646839393396,0.7476361921467692,0.8345559173195259
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp000437515,10.52057500811561,13,68,7.303646839393396,1.0,0.6942250622004345
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA3631;s__UBA3631 sp900544605,9.856474464070443,14,55,7.288539588930827,1.0,0.7394672015333227
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructilactobacillus;s__Fructilactobacillus sanfranciscensis,11.262991319455693,14,33,7.284966558070495,1.0,0.6468056621411439
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp006542685,10.641344662263862,16,32,7.225168599094854,1.0,0.6789713920945172
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__CAG-533 sp004563275,8.333482761306557,14,55,7.211163617808004,0.8570568079831895,0.8653241177014697
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp001916215,9.57550403738449,14,34,7.194447065464318,0.5149967482608854,0.7513387323921438
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__UMGS1663 sp900553405,9.69351919973831,14,55,7.1929139901575345,0.9806248178818108,0.742033294817399
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__,8.60332433145154,14,55,7.192679200006791,0.9999999999999999,0.8360348770895694
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA6345;s__,7.813675963436778,14,63,7.187212081795028,1.0,0.9198246914034806
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900556815,9.425479653706052,14,28,7.146842698735217,1.0,0.7582471090397096
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900550035,9.174535509000737,13,56,7.061868079236646,1.0000000000000002,0.7697248620716063
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__,9.751672483598748,13,30,7.0615863310557545,1.0,0.7241410479005088
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900538385,7.972529825968117,13,61,7.0615863310557545,1.0,0.8857397194118688
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__CAG-533 sp900551105,10.410247191666326,14,62,7.032764259809255,1.0,0.6755616970785445
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa,12.072345335728679,13,26,7.027810495343822,0.42771363078037133,0.5821412741188478
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__UBA3700;s__,9.638525640581731,13,69,7.027810495343822,1.0,0.7291375006312334
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium saccharogumia,14.09425088435258,14,29,7.0111236764628,0.29441292239907685,0.4974456417720321
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003149875,7.254016786085881,13,29,7.001893669991325,0.8009726606973776,0.9652436541671422
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp900551525,8.076626463741277,13,64,7.001611921810432,1.0,0.8668980735017335
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis,8.380383960597666,15,38,6.999964619091651,0.7436946038701875,0.835279702219328
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845,10.524859260422268,14,33,6.974944164483569,0.5603522710874549,0.6627113951739177
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,33.74679598346787,13,31,6.924835040112341,0.2464719652644313,0.20519977788423915
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis,8.64923784009668,13,35,6.868091383218096,0.6615182917680389,0.7940689700286153
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp000436755,7.403223539049353,13,23,6.867833114052279,0.8541837473323666,0.9276814454982911
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900554635,8.281821827693749,14,55,6.839818884571482,1.0,0.8258833656261084
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis,11.603686481367891,13,33,6.834057278340346,0.6512304017463532,0.5889556986319677
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp001064145,7.23659241513651,13,23,6.82962630665414,1.0,0.943762742857932
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia sp900544685,8.909068979991956,13,56,6.786711180777062,1.0,0.7617755790216354
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548535,8.2789192172623,13,61,6.762332904396091,0.9340774151435745,0.8168134906179554
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,18.715015582633725,13,26,6.751167479607603,0.23427386472731843,0.3607353384130886
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1540;s__UMGS1540 sp900552775,8.207733859308656,14,55,6.747616095403909,1.0,0.8221046407043546
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp900553945,10.323143535071617,14,26,6.718411577579891,0.7459470931093205,0.6508106329002313
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__,7.906410401703349,14,55,6.667913905424784,1.0,0.8433553998143399
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi,11.354232418391732,13,28,6.650992158504646,0.5027421818591584,0.585772063968964
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__,7.210099822686247,14,63,6.646917803215819,1.0,0.9218898443405179
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900550705,7.57943294790846,13,27,6.6365802483725975,1.0,0.8756037943714454
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A,9.501997852571613,12,19,6.62905713977621,0.3913320355780077,0.6976487726717521
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp900544625,6.898085926280827,12,26,6.62905713977621,0.6843172962404747,0.9609995019807376
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003524945,6.93797541906937,12,26,6.62905713977621,0.9506090224796834,0.9554742903175928
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis,10.681424621522286,12,62,6.62905713977621,0.7031800804312244,0.6206154492181826
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAG-536;s__CAG-536 sp000434355,9.168360765907579,12,30,6.62905713977621,0.5987516922901831,0.723036244867923
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp001940165,8.437065738971935,12,54,6.62905713977621,1.0,0.7857064701008205
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA1758;g__;s__,9.532514604687155,12,66,6.628775391595317,1.0,0.6953858101970215
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__OEMR01;s__OEMR01 sp900199515,11.627292734597846,12,32,6.628775391595317,0.38802064028601746,0.5701047993632188
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__,9.598413334295955,12,26,6.628775391595317,0.7600566742708625,0.6906115793023971
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A sp900545315,7.926459623585819,12,25,6.628775391595317,1.0,0.8362845086437912
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002478955,11.047303398597073,12,62,6.628775391595317,1.0,0.6000356061948224
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__UBA6414;s__,10.763715716555245,12,62,6.628775391595317,0.9797471059132674,0.6158445248976485
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans_A,7.007677409354952,12,23,6.628775391595317,1.0,0.9459304423383107
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A,9.852490137000562,12,26,6.628775391595317,1.0,0.67280203272686
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei,15.049643685796342,12,30,6.628775391595317,0.35226131224745166,0.4404606201973718
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1815;s__,9.140855365450896,14,62,6.6168112290813585,1.0,0.7238722159515284
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775,7.814781715004312,14,55,6.607242717787249,0.9181528461821999,0.8454801373532163
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp000437315,7.851492205572903,14,55,6.547661782577079,0.8742525904768108,0.8339385190919022
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__UBA3388 sp900546465,7.405294022212535,13,61,6.529584851513054,1.0,0.8817455231253817
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__,7.477316436882858,13,61,6.516396639731209,1.0,0.8714886810979693
d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__;g__;s__,7.420915058497868,13,61,6.485593287204536,1.0,0.8739613964153555
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445,16.596982057248198,12,22,6.4350221745918414,0.23630332364862336,0.38772242763144715
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii,10.458732554854373,12,15,6.4350221745918414,0.29306459808802693,0.6152774383359726
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides,7.494435410805712,12,17,6.4350221745918414,1.0,0.8586400204762088
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000434195,10.24652037748403,12,62,6.4350221745918414,1.0,0.6280202388249113
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001915995,10.550872856518664,12,62,6.4350221745918414,0.9847797713011373,0.6099042479330116
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__;s__,10.419059375891058,12,62,6.435022174591841,1.0,0.6176202613339561
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900542495,9.915208387126615,14,27,6.434472226223153,1.0,0.6489497724099609
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_H;s__Ruminococcus_H sp900552925,7.364380647996627,13,27,6.428665941835077,1.0,0.8729404751211364
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum,10.765418827193225,14,28,6.425222408401141,0.4806239210125104,0.5968390558267146
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900540235,7.347869423836275,13,61,6.415855105468943,1.0,0.8731585627605325
d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__,9.324694327792018,12,54,6.3874178078627395,0.7912514274206359,0.6850002352168478
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AC,12.638074021559374,14,56,6.38327712748004,0.7825113833579066,0.5050830622285298
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp900313475,7.458029826106368,14,55,6.354606971439957,1.0,0.8520490155719211
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri,8.06252089791212,12,21,6.353900241316626,0.9473449094097764,0.7880786073946225
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539425,9.750703691367194,12,33,6.3536419721508075,1.0,0.6516085580342286
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis,10.280489455969887,13,27,6.337085577561696,1.0,0.6164186641796269
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,7.434253347891201,14,55,6.330863872961933,1.0,0.851580323766844
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A somerae,7.5623705320578924,12,59,6.327701667783235,1.0,0.8367352063693875
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__,7.439685537349154,12,61,6.327701667783235,1.0,0.850533485053438
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__,7.520070477521754,12,59,6.327701667783235,1.0,0.8414418038630583
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_T,10.435015073936913,12,62,6.327443398617418,1.0,0.6063664837841203
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus caecimuris,7.951845563851155,12,22,6.327443398617418,1.0,0.7957201064595345
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera stantonii,7.561646004939792,12,25,6.252191844906886,1.0,0.8268294814148295
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,19.122202666300215,12,28,6.252191844906885,0.21970867509562642,0.326959814934153
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera_B;s__Megasphaera_B hexanoica,9.39749031113804,12,26,6.251957054756141,1.0,0.6652794360794639
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans,9.209383923548225,13,62,6.242517163338818,1.0,0.6778430799672513
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica,19.522931988943945,12,27,6.1941369594304545,0.35585959440043335,0.31727493405899604
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp000433095,7.6674756379164535,12,20,6.194136959430454,0.9329500570485905,0.8078456655016693
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UMGS1124;s__,7.787941219892417,13,55,6.183622264017853,1.0,0.7939996064971936
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595,7.092770054876842,12,30,6.1569831114486835,0.5447522968646862,0.8680646720268718
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__,10.079977206948131,12,62,6.1569831114486835,1.0,0.6108131977922205
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis,7.784970970326324,12,35,6.1569831114486835,0.48726936302271223,0.790880677001497
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_W,10.053130242323727,12,62,6.15674832129794,1.0,0.6124210243868123
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__;f__;g__;s__,9.359423419613156,12,55,6.086558183456032,1.0,0.6503133698066629
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__,9.273029092039813,12,26,6.080863574000495,1.0,0.6557580606773306
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900553125,10.271155539545019,12,62,6.080652262864824,1.0,0.5920124799448007
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900539375,6.65214915529483,14,19,6.0708687955546905,0.5773862067684788,0.9126176599216113
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__UMGS2068;s__,9.326346198704954,12,55,6.052782347744099,1.0,0.648998248487128
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp003458885,7.616547396121906,13,28,6.051388940141869,0.8895761209677437,0.7945055187634014
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus,9.891407758890974,13,25,5.967124524691771,0.5508307473703398,0.6032634252013492
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__,10.961683349181703,11,26,5.964262696899082,0.4226492626748953,0.5441009840285451
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia enterocolitica,6.329585455158484,11,21,5.964262696899082,1.0,0.9422833041993814
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis,6.789425064590148,11,27,5.964262696899082,0.7254124201500736,0.878463587146038
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia timonensis,7.714727156151481,11,21,5.964262696899082,1.0,0.7731009245276246
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia alvei,6.259166308489082,11,21,5.964262696899082,1.0,0.9528845221463388
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA9506;g__UMGS755;s__UMGS755 sp900545185,7.448915841275411,11,54,5.964262696899082,1.0,0.8006886940311941
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS680;s__UMGS680 sp900544525,6.358099025881601,11,19,5.964262696899082,1.0,0.938057534590237
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075,5.964262696899081,11,18,5.964262696899082,0.5154616766379492,1.0000000000000002
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__,7.491898674560327,11,54,5.964262696899082,1.0,0.7960949494887695
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145,7.464589149344523,11,34,5.964262696899082,0.8741684812360349,0.7990074976092708
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002477955,7.542213263820082,11,54,5.964004427733264,1.0,0.7907499057793196
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B fennelliae,5.964004427733263,11,18,5.964004427733264,0.9074460300272548,1.0000000000000002
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1840;f__UMGS1840;g__UMGS1840;s__UMGS1840 sp900555525,7.243860865961088,11,54,5.964004427733264,1.0,0.8233184676086379
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__;s__,7.52080747062437,11,54,5.964004427733264,1.0,0.7930005456233462
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000434735,7.190643063280225,11,14,5.964004427733264,0.7290145207178208,0.8294118307984274
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__;s__,9.310798531869462,11,53,5.964004427733264,1.0,0.6405470387227663
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900555115,7.242489447377615,11,54,5.964004427733264,1.0,0.8234743690089505
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus sp002998595,7.077222315529308,12,31,5.952642029697229,0.7448346896169152,0.8410986350726257
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066505,10.00763631151345,12,26,5.9378391626775215,1.0,0.5933308303626339
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900553755,9.9905217609328,12,62,5.920257483038064,1.0,0.5925874168242939
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Paucilactobacillus;s__Paucilactobacillus vaccinostercus,9.322536455275142,12,61,5.8940589095046745,1.0,0.6322376895795919
country_El Salvador,6.516706121408127,12,22,5.893847598369002,0.6666666666666666,0.9044212656770015
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A,7.313210386202039,12,20,5.844168095479517,0.05355259818562024,0.799124842149463
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900546325,8.724570653471428,12,31,5.844088917720265,1.0,0.6698425802070793
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii,11.545499963761506,12,30,5.836511655541722,0.5958313657198882,0.5055226429224461
